respondent_id,h1n1_vaccine,seasonal_vaccine,h1n1_concern,h1n1_knowledge,behavioral_avoidance,behavioral_large_gatherings,behavioral_outside_home,chronic_med_condition,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,sex,income_poverty,employment_status,census_msa
22584,0,0,2,2,1,0,0,0,4,2,5,4,2,5,45 - 54 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22585,0,1,1,2,0,0,0,0,4,2,2,4,2,2,55 - 64 Years,Some College,Male,"> $75,000",Unemployed,"MSA, Not Principle  City"
22586,0,0,1,2,0,0,0,0,4,2,5,4,2,4,35 - 44 Years,College Graduate,Female,,Unemployed,"MSA, Not Principle  City"
22588,0,0,1,1,1,0,0,0,5,1,2,4,2,2,18 - 34 Years,College Graduate,Female,"> $75,000",Unemployed,"MSA, Not Principle  City"
22589,0,0,2,1,0,0,0,1,4,2,2,5,4,4,65+ Years,Some College,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
22592,1,1,1,2,1,0,1,0,5,2,1,5,2,1,45 - 54 Years,College Graduate,Male,,Employed,Non-MSA
22594,0,0,1,1,1,0,0,0,4,2,4,4,1,4,18 - 34 Years,College Graduate,Male,Below Poverty,Not in Labor Force,"MSA, Principle City"
22595,1,0,2,2,0,0,0,0,2,1,2,2,1,2,35 - 44 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
22596,0,0,1,2,1,0,0,0,4,1,4,4,2,2,55 - 64 Years,College Graduate,Female,"> $75,000",Not in Labor Force,"MSA, Not Principle  City"
22597,0,1,1,1,1,0,0,1,4,1,2,5,2,4,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
22598,0,0,1,2,0,0,0,0,4,2,1,4,2,1,18 - 34 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22599,0,1,2,0,1,0,0,1,4,2,2,5,4,2,65+ Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
22600,1,0,2,1,0,0,0,1,4,2,1,4,2,1,55 - 64 Years,College Graduate,Male,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
22602,1,1,1,1,1,0,0,0,4,2,2,4,4,2,35 - 44 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
22603,0,1,2,1,1,0,0,1,3,2,2,4,4,2,45 - 54 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Not Principle  City"
22605,1,1,2,2,0,0,0,0,3,2,4,4,2,4,65+ Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22608,1,1,2,2,1,0,0,0,5,4,4,5,4,1,45 - 54 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Not Principle  City"
22610,0,1,1,1,1,0,0,0,4,1,1,5,2,1,65+ Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
22612,0,1,1,1,1,0,0,1,4,1,2,4,2,2,45 - 54 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22614,0,0,1,1,1,0,0,0,5,1,1,5,5,4,18 - 34 Years,12 Years,Female,Below Poverty,Not in Labor Force,"MSA, Not Principle  City"
22615,1,1,2,1,0,0,0,0,5,2,2,5,2,1,55 - 64 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
22616,0,0,0,1,0,0,0,0,4,1,5,1,1,5,18 - 34 Years,Some College,Female,"> $75,000",Employed,"MSA, Not Principle  City"
22617,0,1,3,1,1,0,0,0,5,4,1,5,5,1,65+ Years,Some College,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
22619,0,1,2,1,1,0,0,1,4,2,2,4,4,2,65+ Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
22621,0,0,1,1,1,0,0,0,4,4,2,4,4,2,18 - 34 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
22622,0,0,1,1,0,0,0,0,4,2,1,4,2,2,18 - 34 Years,12 Years,Female,"> $75,000",Employed,"MSA, Not Principle  City"
22623,0,0,1,2,0,0,0,0,2,1,5,2,1,5,18 - 34 Years,Some College,Female,"> $75,000",Employed,"MSA, Principle City"
22625,0,1,0,1,1,0,1,0,2,2,1,1,1,4,55 - 64 Years,12 Years,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
22626,0,1,2,1,1,0,0,0,4,1,4,5,4,1,35 - 44 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Principle City"
22627,0,1,1,2,1,0,0,0,3,2,2,5,2,1,45 - 54 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22629,0,1,3,0,1,0,0,1,5,5,4,5,4,4,55 - 64 Years,< 12 Years,Male,Below Poverty,Employed,Non-MSA
22630,0,0,3,2,1,0,1,0,5,4,2,5,4,4,55 - 64 Years,College Graduate,Female,Below Poverty,Employed,"MSA, Not Principle  City"
22632,0,1,0,1,0,0,0,1,4,1,2,4,2,4,65+ Years,12 Years,Male,,Not in Labor Force,Non-MSA
22633,0,0,1,1,0,0,0,0,4,1,2,2,1,2,18 - 34 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22634,0,0,0,1,1,0,0,0,4,1,4,4,1,4,55 - 64 Years,12 Years,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22637,0,1,0,0,0,0,0,0,1,1,1,5,1,2,18 - 34 Years,,Male,,,Non-MSA
22638,0,0,2,2,1,0,0,0,3,2,2,5,2,2,55 - 64 Years,< 12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
22639,0,0,1,1,1,0,0,0,4,2,4,3,4,2,55 - 64 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22640,0,0,2,0,0,0,0,0,5,5,5,5,2,5,18 - 34 Years,12 Years,Male,Below Poverty,Employed,"MSA, Principle City"
22641,0,1,2,1,1,0,0,1,4,2,1,4,1,2,65+ Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
22642,0,1,2,1,1,0,0,1,4,2,2,5,4,2,35 - 44 Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
22643,1,1,2,2,0,0,0,0,5,5,4,5,5,4,45 - 54 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
22644,0,1,2,1,1,0,0,0,5,4,4,5,4,4,55 - 64 Years,Some College,Female,"> $75,000",Not in Labor Force,Non-MSA
22646,0,0,3,1,1,0,1,0,5,2,5,4,2,2,18 - 34 Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
22647,0,1,2,2,1,0,1,1,4,2,2,5,4,2,55 - 64 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
22650,1,1,2,2,1,0,0,1,5,5,1,5,5,1,18 - 34 Years,College Graduate,Female,"> $75,000",Employed,Non-MSA
22652,0,0,1,1,1,0,0,0,4,4,4,4,2,2,18 - 34 Years,College Graduate,Female,"> $75,000",Not in Labor Force,"MSA, Not Principle  City"
22653,1,0,1,1,1,0,0,0,5,2,1,5,2,1,55 - 64 Years,12 Years,Female,"> $75,000",Employed,"MSA, Principle City"
22654,0,0,1,1,0,0,0,0,4,4,2,4,2,2,45 - 54 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22655,0,0,1,2,1,0,1,0,4,2,2,4,1,2,18 - 34 Years,Some College,Female,,Not in Labor Force,"MSA, Not Principle  City"
22656,1,1,3,2,0,0,0,0,5,2,1,5,4,1,55 - 64 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22657,0,0,1,1,1,0,1,0,3,2,2,4,2,2,45 - 54 Years,College Graduate,Female,"<= $75,000, Above Poverty",Unemployed,Non-MSA
22658,0,0,1,1,0,0,0,0,2,1,5,2,1,5,65+ Years,Some College,Female,,Not in Labor Force,"MSA, Not Principle  City"
22659,0,0,2,2,1,0,0,0,4,1,5,4,1,1,18 - 34 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22661,0,0,1,1,0,0,0,1,4,2,1,4,4,1,18 - 34 Years,< 12 Years,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
22662,0,0,1,2,0,0,0,0,5,1,1,1,4,2,18 - 34 Years,12 Years,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22663,0,1,1,2,1,0,0,1,4,1,2,4,2,2,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22665,0,1,1,1,0,0,0,0,4,1,2,5,1,1,65+ Years,Some College,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
22670,0,1,2,1,0,0,1,0,3,3,4,3,3,5,65+ Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
22671,0,0,1,1,1,0,0,0,5,1,2,5,2,2,55 - 64 Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
22672,0,0,1,1,0,0,0,1,4,2,2,4,1,4,18 - 34 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22673,0,0,3,2,1,0,0,0,4,1,1,4,5,5,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22674,0,1,2,2,1,0,1,0,4,4,1,5,4,4,55 - 64 Years,Some College,Female,"> $75,000",Employed,Non-MSA
22675,1,1,1,1,0,0,0,0,5,4,1,5,5,1,35 - 44 Years,12 Years,Female,"> $75,000",Employed,"MSA, Not Principle  City"
22676,0,0,1,1,0,0,0,0,4,1,1,4,2,2,35 - 44 Years,Some College,Male,"> $75,000",Employed,"MSA, Not Principle  City"
22677,0,0,0,1,0,0,0,0,3,2,2,3,2,4,18 - 34 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22678,1,1,2,1,1,0,0,0,5,4,5,2,4,4,18 - 34 Years,Some College,Male,"> $75,000",Employed,"MSA, Not Principle  City"
22680,0,0,1,1,0,0,0,0,3,2,2,2,4,2,55 - 64 Years,12 Years,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
22681,0,1,2,2,1,0,0,0,5,4,2,5,4,1,18 - 34 Years,College Graduate,Female,Below Poverty,Not in Labor Force,Non-MSA
22682,0,0,0,0,1,0,0,0,,1,1,1,1,5,18 - 34 Years,,Male,Below Poverty,,"MSA, Not Principle  City"
22683,1,0,2,1,1,0,0,1,5,4,2,4,4,2,35 - 44 Years,< 12 Years,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22684,0,0,1,1,1,0,0,0,4,2,2,4,2,2,18 - 34 Years,12 Years,Male,"<= $75,000, Above Poverty",Unemployed,"MSA, Not Principle  City"
22685,0,1,2,1,1,0,0,0,5,4,4,4,4,1,55 - 64 Years,College Graduate,Female,"> $75,000",Not in Labor Force,"MSA, Not Principle  City"
22687,1,1,2,2,0,0,0,0,5,2,5,5,2,2,45 - 54 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Principle City"
22689,0,1,3,0,1,0,1,1,5,3,2,5,5,1,65+ Years,< 12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
22690,0,0,1,2,0,0,0,0,3,1,1,4,5,1,65+ Years,Some College,Female,,Unemployed,"MSA, Principle City"
22692,0,1,1,1,1,0,0,0,3,1,1,5,1,1,65+ Years,12 Years,Female,,Not in Labor Force,"MSA, Principle City"
22693,0,0,0,1,0,0,0,0,3,1,1,4,1,5,45 - 54 Years,College Graduate,Female,"<= $75,000, Above Poverty",Unemployed,"MSA, Principle City"
22694,0,0,1,1,0,0,0,0,3,1,1,3,1,1,65+ Years,< 12 Years,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22695,0,0,2,2,1,0,0,0,4,2,4,4,2,4,45 - 54 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22696,0,1,2,1,1,0,0,0,4,1,1,4,1,1,55 - 64 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22698,0,1,,0,1,0,0,0,3,3,2,4,2,2,65+ Years,< 12 Years,Female,,Not in Labor Force,"MSA, Principle City"
22699,0,1,2,2,1,0,1,0,4,2,2,5,2,1,65+ Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
22700,0,0,0,2,1,0,0,0,1,1,1,1,1,1,65+ Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
22701,0,0,1,2,1,0,0,0,4,2,2,4,2,2,45 - 54 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
22702,0,0,1,1,0,0,0,0,4,1,4,4,4,4,18 - 34 Years,Some College,Male,Below Poverty,Employed,"MSA, Principle City"
22704,0,0,2,2,1,0,0,1,4,2,1,4,1,4,18 - 34 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
22707,0,0,0,0,0,0,0,0,3,1,2,4,1,1,55 - 64 Years,12 Years,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22708,0,0,2,2,1,0,0,0,5,4,1,5,4,2,45 - 54 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Principle City"
22710,0,1,1,1,0,0,0,0,4,4,4,5,4,2,65+ Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
22712,0,0,1,1,1,0,0,1,4,2,5,4,2,2,18 - 34 Years,College Graduate,Male,"> $75,000",Employed,Non-MSA
22714,0,0,1,1,1,0,1,0,5,2,2,5,4,2,18 - 34 Years,12 Years,Male,,Not in Labor Force,"MSA, Not Principle  City"
22715,0,0,2,1,0,0,0,0,4,2,2,4,2,2,18 - 34 Years,< 12 Years,Male,Below Poverty,Unemployed,"MSA, Not Principle  City"
22716,0,1,3,1,0,0,0,0,3,2,3,5,2,2,55 - 64 Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
22717,0,1,1,1,1,0,0,0,4,2,2,5,4,2,18 - 34 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Not Principle  City"
22718,0,0,1,1,1,0,0,0,5,2,2,4,1,1,35 - 44 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
22719,0,0,1,1,1,0,0,0,2,1,1,2,1,1,35 - 44 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22720,0,0,0,0,0,0,0,0,3,1,5,1,1,5,18 - 34 Years,Some College,Male,Below Poverty,Employed,"MSA, Not Principle  City"
22721,0,0,1,1,1,0,0,0,5,1,1,4,2,2,35 - 44 Years,Some College,Male,Below Poverty,Not in Labor Force,"MSA, Principle City"
22723,0,0,2,2,1,0,0,0,3,2,1,4,2,2,18 - 34 Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
22724,0,1,2,2,1,0,0,1,3,2,2,2,2,4,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22727,0,0,0,1,0,0,0,,4,1,1,4,1,1,18 - 34 Years,Some College,Male,,Employed,"MSA, Not Principle  City"
22728,0,0,1,1,1,0,1,0,5,2,5,5,1,5,18 - 34 Years,Some College,Male,"> $75,000",Employed,"MSA, Not Principle  City"
22730,0,1,0,1,0,0,0,0,3,1,1,5,2,1,65+ Years,12 Years,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
22731,0,0,1,1,1,0,0,0,4,2,1,4,2,2,18 - 34 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22732,0,1,2,2,1,0,0,1,5,4,1,4,4,1,35 - 44 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
22734,0,0,1,1,1,0,0,0,5,2,2,4,2,4,45 - 54 Years,12 Years,Male,"> $75,000",Employed,"MSA, Not Principle  City"
22736,0,0,2,1,1,0,1,0,5,2,1,5,1,1,45 - 54 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
22742,0,1,2,0,0,0,0,0,3,3,4,4,3,1,65+ Years,< 12 Years,Female,,Not in Labor Force,Non-MSA
22743,0,0,0,1,0,0,0,0,1,1,1,1,1,1,55 - 64 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22744,0,1,2,2,1,0,0,0,4,2,2,4,2,1,65+ Years,Some College,Female,Below Poverty,Not in Labor Force,"MSA, Not Principle  City"
22749,0,1,2,1,1,0,1,0,4,4,4,5,4,2,65+ Years,12 Years,Female,,Not in Labor Force,Non-MSA
22752,0,0,0,1,1,0,0,0,4,1,1,2,1,1,45 - 54 Years,College Graduate,Female,"> $75,000",Employed,Non-MSA
22753,0,0,2,1,1,0,0,0,4,2,1,2,2,1,45 - 54 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22755,0,1,2,2,0,0,0,0,4,5,5,5,5,1,55 - 64 Years,Some College,Male,"> $75,000",Employed,"MSA, Not Principle  City"
22756,0,1,0,2,1,0,0,0,1,1,1,1,1,1,55 - 64 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22758,0,0,1,0,1,0,0,1,4,1,2,4,2,2,18 - 34 Years,< 12 Years,Female,Below Poverty,Employed,Non-MSA
22759,1,0,2,2,1,0,0,1,5,4,1,4,2,1,65+ Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
22760,1,1,1,2,1,0,0,0,4,2,1,4,4,1,45 - 54 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
22761,0,0,2,1,1,0,0,1,1,2,4,5,2,4,18 - 34 Years,12 Years,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22763,0,1,2,1,1,0,0,1,3,2,2,5,4,1,65+ Years,Some College,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
22765,0,1,1,2,1,0,0,0,3,2,1,5,4,1,45 - 54 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Not Principle  City"
22767,0,0,2,1,1,0,0,0,4,4,2,4,4,2,18 - 34 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22769,1,0,1,2,0,0,0,0,5,1,1,5,1,1,45 - 54 Years,College Graduate,Male,Below Poverty,Employed,"MSA, Principle City"
22771,0,0,0,1,0,0,0,1,4,1,1,1,1,1,65+ Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
22773,0,0,1,1,0,0,0,0,4,1,2,4,1,2,35 - 44 Years,< 12 Years,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22774,1,0,2,0,1,0,1,0,5,1,2,4,4,2,18 - 34 Years,< 12 Years,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22775,1,1,1,2,0,0,0,1,4,2,1,4,1,1,55 - 64 Years,12 Years,Male,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
22776,0,1,2,1,1,0,0,0,4,4,2,4,4,1,55 - 64 Years,< 12 Years,Female,"> $75,000",Not in Labor Force,"MSA, Not Principle  City"
22777,0,0,2,2,1,0,0,1,4,2,2,2,2,4,45 - 54 Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
22778,1,1,3,2,0,0,1,,4,,,,,,65+ Years,,Male,,,"MSA, Principle City"
22779,0,0,1,2,1,0,0,0,3,1,1,4,1,1,65+ Years,< 12 Years,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
22780,1,0,2,2,0,0,0,0,4,2,4,2,2,4,18 - 34 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Not Principle  City"
22781,0,0,3,2,1,0,0,1,4,4,4,4,4,1,55 - 64 Years,College Graduate,Male,"> $75,000",Not in Labor Force,"MSA, Principle City"
22782,0,0,1,2,1,0,0,0,4,2,2,4,1,2,18 - 34 Years,12 Years,Male,Below Poverty,Not in Labor Force,"MSA, Principle City"
22784,0,0,2,1,1,0,0,0,5,4,1,4,4,1,18 - 34 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22785,0,1,2,1,1,0,0,0,5,4,4,4,2,1,55 - 64 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22786,1,0,0,2,0,0,0,0,5,1,4,5,2,1,55 - 64 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22787,0,0,2,2,1,0,0,0,5,1,2,5,2,2,55 - 64 Years,12 Years,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22788,0,0,2,1,1,0,1,0,3,1,2,2,1,1,45 - 54 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22789,1,0,1,1,1,0,1,0,4,4,2,2,2,4,35 - 44 Years,Some College,Female,,,"MSA, Principle City"
22790,0,0,3,1,1,0,1,1,5,1,4,4,1,4,35 - 44 Years,12 Years,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
22792,0,1,2,1,0,0,0,1,4,1,2,4,2,1,45 - 54 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22794,0,0,2,1,0,0,0,0,5,4,2,4,4,2,18 - 34 Years,Some College,Female,,Not in Labor Force,"MSA, Not Principle  City"
22796,0,0,2,2,1,0,0,1,5,1,2,2,1,2,35 - 44 Years,Some College,Male,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
22797,1,1,2,1,1,0,0,0,4,2,2,4,2,1,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22798,0,1,2,2,1,0,0,0,4,4,4,4,5,4,65+ Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
22799,1,1,1,0,1,0,0,0,4,1,2,4,2,1,65+ Years,12 Years,Male,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
22800,0,0,2,1,1,0,0,0,3,1,2,4,2,1,18 - 34 Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
22806,0,0,1,1,1,0,0,0,4,2,4,4,2,2,55 - 64 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
22807,0,0,1,1,1,0,0,0,4,2,2,4,2,2,18 - 34 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Not Principle  City"
22809,0,1,0,1,1,0,0,0,4,2,1,5,5,1,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22810,0,1,1,1,1,0,0,1,5,2,1,5,2,1,55 - 64 Years,College Graduate,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
22812,0,0,1,1,1,0,1,,4,1,1,1,,,18 - 34 Years,,Female,,,"MSA, Principle City"
22814,0,1,3,1,1,0,1,0,2,3,1,3,3,1,35 - 44 Years,Some College,Male,Below Poverty,Not in Labor Force,"MSA, Not Principle  City"
22815,1,1,1,2,1,0,0,1,4,2,1,5,4,1,65+ Years,College Graduate,Male,"> $75,000",Not in Labor Force,"MSA, Principle City"
22816,0,0,0,1,1,0,1,0,4,1,1,4,4,2,35 - 44 Years,Some College,Female,"> $75,000",Employed,"MSA, Not Principle  City"
22817,0,0,0,2,0,0,0,0,5,1,1,4,1,1,65+ Years,College Graduate,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
22818,0,0,0,2,0,0,0,1,3,2,5,2,2,5,45 - 54 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22819,0,1,2,0,1,0,0,1,3,3,2,5,1,2,65+ Years,Some College,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
22820,0,0,2,1,1,0,0,1,4,4,4,5,5,4,55 - 64 Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
22822,0,0,2,1,1,0,0,0,4,4,1,4,4,1,18 - 34 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22823,1,1,0,0,0,0,0,,5,,,,,,35 - 44 Years,,Male,,,"MSA, Not Principle  City"
22824,0,1,2,2,1,0,0,0,2,2,2,4,2,2,45 - 54 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
22826,0,1,1,1,1,0,0,0,4,1,4,4,2,1,45 - 54 Years,Some College,Male,"> $75,000",Employed,"MSA, Principle City"
22827,0,0,0,1,0,0,0,0,4,1,1,4,1,1,65+ Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
22828,0,0,3,1,1,0,0,0,4,1,4,5,4,4,65+ Years,College Graduate,Male,"> $75,000",Employed,"MSA, Principle City"
22832,0,0,2,2,0,0,0,0,4,4,4,4,2,2,45 - 54 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22834,0,1,1,1,1,0,0,0,4,2,2,4,4,2,18 - 34 Years,Some College,Female,Below Poverty,Not in Labor Force,"MSA, Principle City"
22836,1,1,3,1,0,0,1,0,5,4,5,4,4,1,45 - 54 Years,12 Years,Female,Below Poverty,Unemployed,"MSA, Not Principle  City"
22837,1,1,2,1,1,0,0,0,3,3,2,2,2,1,65+ Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
22839,0,0,2,1,0,0,0,0,4,2,2,4,2,2,45 - 54 Years,College Graduate,Female,"> $75,000",Employed,Non-MSA
22842,0,0,2,1,1,0,0,0,4,1,2,5,2,2,55 - 64 Years,< 12 Years,Female,,Not in Labor Force,Non-MSA
22843,1,0,2,2,1,0,1,0,5,5,5,5,4,4,18 - 34 Years,,Male,,,"MSA, Principle City"
22844,0,0,3,2,1,0,0,0,5,2,2,4,4,1,55 - 64 Years,Some College,Male,"> $75,000",Employed,"MSA, Not Principle  City"
22846,0,0,1,1,0,0,0,0,4,2,2,4,2,2,35 - 44 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
22847,0,1,3,2,1,0,1,0,5,4,1,5,5,1,45 - 54 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22848,0,0,0,2,0,0,0,0,4,2,1,4,1,1,35 - 44 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
22849,0,1,0,1,0,0,0,0,4,1,2,5,2,2,45 - 54 Years,< 12 Years,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
22850,1,1,1,1,1,0,0,0,5,4,1,4,4,4,35 - 44 Years,Some College,Male,"> $75,000",Employed,"MSA, Not Principle  City"
22851,0,0,1,1,0,0,0,0,3,1,2,4,1,2,35 - 44 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22852,0,1,1,2,0,0,0,0,4,1,2,2,2,2,18 - 34 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
22853,0,1,0,1,1,0,0,0,1,1,1,5,4,2,65+ Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
