,h1n1_vaccine,seasonal_vaccine,age_group,sex,h1n1_concern,h1n1_knowledge,behavioral_avoidance,behavioral_large_gatherings,behavioral_outside_home,chronic_med_condition,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,education,income_poverty,employment_status
12035,1,1,3,0,2,0,0,0,0,0,3,3,4,3,3,4,3,1,1
12036,0,1,2,0,2,1,1,1,1,0,4,1,1,4,1,1,1,0,2
12037,0,0,3,0,2,1,0,0,0,0,4,2,4,4,4,4,1,1,2
12038,0,1,4,1,2,2,0,0,0,1,5,4,1,5,5,4,3,1,1
12039,1,1,1,0,2,2,0,0,0,1,4,2,2,4,4,2,2,1,2
12040,0,0,3,0,2,2,1,1,1,0,5,2,2,5,2,2,1,1,2
12041,1,1,2,0,1,2,1,0,0,0,5,4,2,4,4,1,3,2,1
12042,0,0,4,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2
12043,0,0,1,0,1,2,1,0,0,0,3,2,4,4,2,4,2,1,1
12044,0,0,2,1,2,1,1,1,0,1,4,4,5,4,4,5,1,1,0
12045,0,1,4,1,2,2,1,0,1,1,5,2,2,5,4,1,2,1,2
12046,0,0,3,0,0,1,0,0,0,0,4,1,1,2,2,1,2,2,1
12047,0,0,1,0,2,2,1,0,1,0,4,1,1,2,1,1,2,2,1
12048,0,0,0,1,0,2,0,0,0,1,2,2,4,1,3,5,0,0,1
12049,0,1,3,0,2,2,1,0,0,1,4,2,4,4,4,4,3,2,1
12050,0,0,3,0,0,2,0,0,0,1,1,1,1,1,1,1,2,1,1
12051,1,1,3,0,1,1,1,1,1,1,5,2,4,5,2,4,2,2,1
12052,0,0,2,1,1,1,1,0,0,0,4,4,2,4,4,4,2,1,1
12053,0,1,4,1,1,1,1,1,0,0,4,2,2,4,2,2,3,1,2
12054,1,1,4,1,3,2,1,1,1,0,4,1,1,5,2,1,2,1,1
12055,0,0,1,1,1,2,1,0,0,0,4,2,1,4,2,1,3,2,1
12056,0,1,3,1,2,1,1,0,0,0,3,1,2,5,2,1,3,1,1
12057,0,0,2,1,3,1,1,1,1,1,4,5,4,4,5,1,2,0,2
12058,1,1,4,0,1,2,1,0,0,0,4,2,2,5,2,2,1,1,2
12059,0,0,0,0,1,2,0,0,0,0,4,1,1,5,2,1,3,1,1
12060,0,1,4,1,3,0,1,1,1,0,3,3,4,5,4,1,1,1,2
12061,0,0,1,1,2,1,1,1,1,0,4,4,4,5,5,4,1,2,1
12062,0,0,3,0,2,0,1,0,1,0,3,2,2,3,2,4,3,1,1
12063,0,1,3,0,2,1,1,1,0,0,4,4,2,5,4,1,2,1,1
12064,0,0,0,1,0,2,1,0,1,0,1,1,1,1,1,1,2,1,1
12065,1,0,3,1,2,2,1,0,0,0,4,4,2,5,4,2,3,1,1
12066,0,1,4,0,2,1,1,0,0,0,4,1,2,4,4,1,3,1,1
12067,0,1,3,0,2,2,1,1,0,0,5,1,1,5,4,2,3,1,1
12068,0,0,2,0,2,2,1,0,0,0,4,2,1,4,2,1,2,1,1
12069,0,0,0,0,1,1,1,0,0,0,4,2,1,4,4,1,2,1,2
12070,0,1,4,1,3,1,0,1,1,1,5,5,2,5,5,1,3,1,1
12071,1,0,3,1,2,0,1,0,0,0,5,4,2,4,3,4,3,1,0
12072,0,0,1,1,1,1,0,0,0,0,4,2,2,4,2,2,3,2,1
12073,0,1,0,1,1,2,1,0,0,0,4,4,2,4,4,1,0,1,2
12074,0,1,2,1,2,1,1,1,0,0,4,2,4,5,5,1,1,1,1
12075,1,1,4,0,1,2,0,0,0,0,5,2,1,4,2,1,3,1,1
12076,0,0,2,1,1,0,1,0,0,1,5,1,2,5,2,2,2,1,2
12077,0,1,2,0,2,1,1,0,0,0,3,1,3,5,2,2,1,2,0
12078,0,1,3,0,2,2,0,0,0,1,5,2,1,5,2,1,3,2,1
12079,0,0,0,0,0,1,0,0,0,0,4,1,1,4,1,1,3,1,1
12080,0,0,1,0,3,1,1,1,1,1,4,4,2,4,1,1,2,1,1
12081,0,1,3,0,1,1,1,1,1,1,2,1,4,4,4,1,2,1,2
12082,0,0,2,1,2,1,1,1,0,0,4,2,2,4,2,2,2,1,1
12083,1,1,2,1,1,2,1,0,0,0,5,5,1,5,5,1,2,1,1
12084,0,1,4,0,2,1,1,0,0,0,4,1,1,4,4,2,3,2,2
12085,0,1,3,1,1,1,0,0,0,0,5,2,1,5,2,1,3,1,2
12086,0,0,1,0,3,1,1,0,1,1,5,4,4,5,4,4,1,0,2
12087,0,1,3,0,1,1,1,1,0,0,2,2,2,4,2,2,0,1,2
12088,0,0,3,0,1,1,1,0,0,0,3,2,2,4,2,2,3,2,1
12089,0,0,2,0,2,2,1,1,0,0,2,2,4,2,2,2,3,2,1
12090,0,0,3,0,2,1,1,0,0,0,2,1,4,2,2,4,3,2,1
12091,0,0,3,1,1,2,0,0,0,0,3,1,1,4,2,1,2,1,2
12092,0,1,2,1,3,2,0,1,1,1,5,4,5,5,5,5,0,0,2
12093,0,1,0,1,0,1,1,0,0,0,1,2,1,1,2,1,2,1,1
12094,0,0,3,1,1,1,1,0,0,0,4,2,2,2,1,2,1,2,2
12095,0,0,4,0,1,1,0,0,0,0,3,3,2,3,3,2,1,1,2
12096,0,1,1,1,1,1,1,0,0,0,5,1,2,5,2,4,3,2,1
12097,0,1,4,1,2,1,1,0,1,0,3,4,4,5,4,2,0,1,2
12098,0,1,0,1,2,1,1,0,0,1,4,2,2,4,5,1,2,1,1
12099,1,1,1,1,3,1,1,0,1,0,5,5,5,5,5,5,2,1,1
12100,1,1,3,1,3,1,1,0,0,0,4,2,2,5,4,2,3,1,2
12101,0,0,3,0,1,1,1,1,1,0,3,1,4,4,1,1,1,1,1
12102,1,1,0,1,2,1,0,0,0,0,5,4,4,5,5,4,2,0,2
12103,1,1,3,1,2,2,0,1,0,0,4,4,4,4,4,2,1,1,1
12104,0,1,3,1,1,1,1,1,1,0,4,1,2,5,4,2,1,2,1
12105,0,0,3,1,2,1,1,1,1,0,4,2,1,4,2,1,2,1,1
12106,0,1,2,0,1,2,1,1,1,0,4,1,2,4,2,1,2,2,1
12107,1,0,0,1,2,2,1,1,0,0,3,5,4,3,3,1,3,2,1
12108,1,0,4,1,3,2,1,0,0,0,5,2,4,5,4,1,3,1,1
12109,1,1,1,1,1,2,1,0,0,1,5,2,1,4,2,1,3,2,1
12110,0,1,4,1,1,2,1,0,1,0,4,2,2,4,2,2,3,1,2
12111,0,1,4,1,0,1,0,0,0,1,3,1,1,3,1,1,3,1,2
12112,0,0,3,0,0,1,0,0,0,0,4,1,4,3,2,4,2,1,1
12113,1,1,3,1,3,2,1,1,1,0,5,5,2,5,5,2,2,1,1
12114,0,1,2,1,3,1,1,0,1,0,4,2,4,5,5,4,3,2,1
12115,0,0,0,1,3,1,1,1,1,0,3,1,5,5,1,4,1,0,1
12116,0,1,2,1,3,2,1,1,1,1,4,4,4,4,4,1,2,1,2
12117,0,0,0,0,0,1,0,1,0,0,2,4,5,1,1,5,1,1,1
12118,0,0,2,1,2,2,1,0,0,0,1,2,4,1,2,4,3,2,1
12119,0,0,2,1,1,2,0,0,0,1,4,3,5,1,4,5,2,0,2
12120,1,0,3,1,2,2,0,1,0,0,4,2,2,4,2,2,2,1,1
12121,0,0,2,1,2,0,1,0,0,0,4,1,4,4,1,4,2,1,2
12122,1,1,2,1,3,1,1,0,0,0,4,2,4,4,4,4,0,1,1
12123,1,1,0,1,2,1,1,1,1,0,4,4,4,4,2,1,2,1,1
12124,0,0,3,0,0,1,1,0,0,0,3,1,1,5,2,1,3,2,2
12125,0,1,3,1,2,1,0,0,0,0,4,2,4,4,1,2,3,1,1
12126,0,0,0,1,0,1,0,0,0,0,4,2,2,4,2,2,3,1,1
12127,1,1,0,1,2,2,1,1,1,0,4,4,5,4,1,1,3,2,1
12128,0,1,2,1,2,2,1,0,0,0,4,4,1,5,4,1,3,1,1
12129,0,1,4,1,1,1,0,0,0,1,2,2,2,5,2,4,1,0,2
12130,1,1,2,1,2,2,1,0,0,0,5,4,2,5,4,2,3,2,2
12131,0,1,2,0,2,1,1,1,1,1,4,2,4,4,4,4,3,2,1
12132,0,0,4,1,3,2,1,1,1,0,4,1,1,4,1,1,3,1,2
12133,0,0,4,1,1,1,1,0,0,0,5,1,2,4,1,4,2,1,2
12134,0,1,3,0,2,2,1,1,1,0,4,1,2,5,2,1,3,2,2
12135,1,1,3,1,1,2,0,0,0,0,4,2,2,4,2,1,2,1,1
12136,0,0,1,1,1,2,1,0,0,1,4,1,5,4,4,4,2,2,1
12137,1,1,4,1,2,1,0,1,1,0,4,2,2,4,4,1,3,2,1
12138,0,1,4,0,1,2,1,0,0,1,5,1,1,5,4,1,3,1,2
12139,0,0,0,0,1,2,0,0,0,0,4,1,1,4,1,1,1,1,1
12140,0,1,4,0,1,1,0,0,0,0,3,1,1,2,1,1,1,1,2
12141,1,1,4,0,1,1,1,1,1,1,5,1,4,5,2,2,2,2,2
12142,0,0,4,1,2,1,1,1,1,0,2,1,1,2,1,1,2,1,2
12143,0,1,2,1,2,2,1,1,1,0,4,2,4,4,2,2,3,2,1
12144,0,1,3,1,3,2,1,0,0,0,5,5,4,4,5,1,3,2,1
12145,0,0,4,0,0,0,0,1,1,1,4,1,2,4,1,2,2,1,2
12146,1,1,4,1,3,1,1,0,1,1,5,4,1,5,4,1,3,1,2
12147,0,0,1,0,2,1,1,1,1,0,4,2,4,4,2,4,2,2,1
12148,0,1,0,1,1,2,0,0,0,0,4,4,2,4,4,2,3,2,1
12149,0,1,4,1,3,1,1,1,1,0,5,1,2,5,1,1,0,1,1
12150,0,0,3,1,2,1,1,0,0,1,4,1,4,5,2,2,1,0,2
12151,0,1,4,0,1,1,1,1,1,1,5,1,1,5,1,1,3,1,2
12152,1,1,3,1,2,1,1,0,0,0,4,1,1,5,4,1,3,2,1
12153,1,0,4,1,3,1,0,0,1,0,4,2,2,5,2,4,1,1,2
12154,0,0,0,0,1,1,1,1,1,0,5,2,1,4,2,1,1,1,1
12155,0,0,3,0,2,2,0,0,0,0,5,1,4,5,1,2,2,1,2
12156,0,0,1,1,2,1,1,1,0,1,4,5,4,2,4,2,3,2,1
12157,1,1,3,0,2,2,1,0,0,0,5,4,1,5,4,4,3,2,1
12158,1,1,4,1,1,2,1,0,0,1,5,5,2,5,4,2,3,1,2
12159,1,0,0,1,3,1,1,1,1,0,4,4,4,4,2,4,3,1,1
12160,1,1,3,0,1,2,1,0,0,0,4,4,2,4,4,1,2,2,1
12161,0,1,3,1,1,2,1,0,0,0,4,1,2,4,1,1,2,1,2
12162,0,0,1,1,1,2,1,0,0,0,5,2,2,4,2,2,3,2,1
12163,1,1,1,1,1,2,1,1,0,0,4,4,4,5,5,2,0,0,2
12164,0,0,0,1,3,1,1,1,1,0,4,5,2,4,4,2,1,0,1
12165,0,1,4,1,1,1,1,0,0,1,3,1,1,5,2,1,2,1,2
12166,0,0,1,1,2,1,1,0,0,0,4,2,4,4,2,1,3,1,1
12167,0,0,0,0,0,1,1,0,0,0,4,1,1,4,1,2,2,2,2
12168,0,1,4,1,1,1,0,0,0,1,4,1,1,5,4,1,3,1,2
12169,1,1,2,0,3,1,1,0,0,0,5,2,1,5,2,1,3,1,1
12170,0,0,3,1,0,2,1,1,0,0,4,1,4,4,1,1,1,1,1
12171,1,1,0,1,2,2,1,1,0,0,5,5,2,5,4,1,3,1,1
12172,0,1,4,0,0,0,0,0,1,1,2,1,2,4,1,1,1,2,2
12173,0,1,2,1,2,1,0,0,0,0,4,2,1,4,2,2,3,1,1
12174,0,1,1,1,3,2,1,1,1,1,5,5,5,5,5,5,1,1,2
12175,0,0,3,1,2,1,1,0,0,0,4,1,2,4,1,2,2,1,1
12176,0,1,2,0,2,1,1,1,1,0,5,1,1,5,4,4,2,1,1
12177,0,0,1,0,1,1,0,0,0,0,4,1,1,4,1,2,3,2,1
12178,0,1,2,0,2,1,0,1,0,1,4,4,4,4,2,4,2,1,1
12179,0,0,2,0,1,2,0,0,0,0,4,2,2,2,2,2,3,1,1
12180,1,1,4,0,1,1,0,0,0,0,5,5,4,5,5,1,0,1,2
12181,0,1,4,1,3,1,1,1,1,0,5,2,1,5,2,1,2,1,2
12182,0,0,1,1,2,1,1,1,1,1,3,4,4,2,4,4,2,0,2
12183,1,0,4,0,2,0,0,1,1,0,5,2,2,4,2,4,2,1,2
12184,1,0,0,1,2,1,1,0,0,0,5,4,4,5,4,2,1,0,0
12185,1,1,2,1,2,1,1,1,1,1,5,2,2,5,2,1,3,1,2
12186,1,1,3,1,1,2,1,0,0,0,5,2,1,5,4,1,3,2,1
12187,0,1,2,1,2,1,1,1,0,0,4,4,4,4,4,4,1,2,1
12188,0,1,2,1,2,1,1,1,1,0,5,2,2,5,4,4,1,1,1
12189,0,0,0,0,1,1,0,0,0,0,4,2,1,4,1,1,3,1,2
12190,1,1,3,1,2,2,1,0,0,0,4,4,4,5,4,4,3,1,2
12191,0,0,0,0,0,1,0,1,0,0,3,1,2,2,1,1,2,1,1
12192,0,1,3,0,1,1,1,1,0,0,3,2,1,5,2,4,3,2,1
12193,0,1,0,0,1,1,1,0,0,0,4,1,1,4,4,2,2,1,1
12194,0,0,4,1,2,2,1,1,0,0,4,2,4,5,2,2,3,2,1
12195,0,1,4,1,2,2,1,0,0,1,4,2,2,5,4,2,1,1,2
12196,0,1,4,1,3,1,1,1,1,0,4,1,4,5,4,1,0,1,1
12197,0,0,3,1,1,2,1,0,1,0,5,5,4,5,1,1,2,1,0
12198,0,0,3,1,1,1,1,0,1,1,4,2,4,4,2,2,2,2,1
12199,1,1,2,0,2,1,1,0,0,0,5,2,2,5,2,1,0,2,1
12200,0,0,3,1,3,1,1,1,1,0,4,1,5,4,2,5,2,0,0
12201,0,0,2,0,2,1,1,1,1,0,4,4,2,4,4,2,0,0,1
12202,0,1,4,1,2,2,0,0,0,0,3,2,4,5,2,2,3,1,2
12203,0,0,4,1,0,0,0,0,0,1,4,1,1,4,1,1,3,1,2
12204,0,0,4,0,2,2,1,0,0,0,4,2,1,5,2,1,2,1,2
12205,1,1,2,0,1,1,0,0,0,0,4,2,1,5,2,1,3,2,1
12206,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2
12207,0,0,2,0,1,0,1,1,1,0,4,2,2,4,2,2,1,2,1
12208,0,1,0,0,1,1,1,0,0,0,4,4,2,5,5,4,2,1,1
12209,0,0,2,1,2,2,1,0,0,0,4,1,1,4,1,1,3,1,1
12210,0,0,2,0,1,1,0,0,0,0,4,4,4,4,4,4,1,2,1
12211,0,0,0,1,1,1,1,0,0,1,4,2,4,4,2,4,3,1,2
12212,0,1,4,1,2,1,1,1,0,0,4,2,4,5,1,1,0,1,1
12213,0,0,3,1,1,2,1,0,0,0,4,2,2,4,1,2,3,2,1
12214,1,1,4,1,2,1,1,0,0,0,4,4,2,5,4,1,1,1,1
12215,0,1,3,0,3,2,1,0,0,1,4,4,4,5,5,1,2,2,1
12216,0,0,0,1,0,1,1,0,0,0,4,2,1,4,2,2,3,1,1
12217,0,1,3,1,2,2,1,0,0,1,2,2,4,3,1,1,2,2,2
12218,0,0,2,1,1,1,1,0,0,0,3,3,3,4,2,1,3,1,1
12219,1,1,4,0,3,0,1,1,1,1,5,5,1,5,5,1,0,1,1
12220,1,1,4,1,2,2,0,0,0,0,5,4,1,5,4,1,3,2,1
12221,0,0,1,1,2,2,1,1,1,0,4,2,2,4,4,1,3,1,2
12222,0,0,0,0,1,0,1,1,1,0,4,5,4,4,4,4,0,0,1
12223,0,1,2,1,3,2,1,1,0,0,4,2,4,5,4,1,2,1,1
12224,0,0,0,1,2,1,1,0,0,0,3,3,4,3,2,4,3,1,1
12225,1,1,2,1,2,1,1,0,0,0,5,4,4,5,4,2,1,2,1
12226,1,1,4,1,0,0,1,1,1,0,5,4,1,5,4,2,3,1,2
12227,0,0,1,1,1,1,1,0,0,0,4,1,1,4,1,2,3,2,1
12228,1,1,0,1,0,1,1,0,1,0,5,5,4,5,5,4,2,1,1
12229,1,1,1,1,2,2,1,0,1,1,5,4,1,5,4,1,3,0,1
12230,1,1,3,1,2,1,1,1,1,1,4,4,4,4,4,4,1,1,1
12231,0,1,4,1,3,1,1,1,1,0,5,2,4,5,5,1,2,1,2
12232,1,1,0,1,1,1,1,0,0,0,4,4,1,4,2,1,3,1,2
12233,0,1,4,1,2,1,1,0,0,1,4,2,4,5,2,2,1,1,2
12234,0,0,0,0,2,1,0,1,0,0,4,1,1,4,1,1,3,1,1
12235,0,0,1,0,1,2,1,0,0,0,4,1,2,4,2,1,3,2,1
12236,0,0,3,0,0,2,1,1,1,0,4,1,1,4,1,2,2,1,1
12237,0,0,0,1,2,1,1,1,0,0,4,5,1,4,5,5,1,0,1
12238,0,0,4,0,1,0,0,0,0,1,3,2,2,4,2,2,0,1,2
12239,0,0,4,1,0,1,0,0,0,0,2,1,4,2,1,1,3,2,2
12240,0,1,3,1,2,2,1,0,0,1,4,2,2,4,5,1,3,1,1
12241,1,1,3,0,1,2,1,1,1,0,4,2,2,4,2,2,3,1,1
12242,0,0,2,1,3,1,1,0,0,1,4,4,4,4,5,4,1,2,1
12243,0,1,4,1,3,1,1,1,1,0,4,5,5,5,5,5,0,0,2
12244,0,0,3,0,0,2,1,0,1,0,1,1,1,1,1,1,3,2,1
12245,0,1,4,0,0,2,0,0,0,1,4,1,1,4,4,1,3,1,2
12246,0,0,1,0,1,1,0,0,0,1,3,1,1,2,1,1,3,2,1
12247,1,0,4,1,2,1,1,0,0,0,5,4,4,4,4,4,3,1,1
12248,0,0,2,0,3,0,1,1,1,0,3,4,5,4,4,5,0,0,1
12249,0,0,3,0,1,2,1,1,0,0,4,1,4,1,2,4,0,1,2
12250,1,1,4,0,2,2,1,1,1,0,4,4,1,4,4,1,3,1,2
12251,0,0,4,1,1,2,1,0,0,1,5,2,1,5,4,2,3,1,2
12252,0,1,4,0,3,1,1,1,1,1,3,4,4,5,2,4,2,1,2
12253,1,1,0,0,1,1,1,0,0,0,3,5,4,4,4,2,1,1,0
12254,0,0,1,1,1,1,0,0,1,0,3,1,1,4,1,1,2,1,2
12255,0,0,3,0,2,1,1,1,0,0,4,1,2,4,1,1,1,1,1
12256,1,1,2,1,1,1,1,1,1,0,5,4,4,5,4,4,3,2,1
12257,0,0,1,0,0,1,0,1,0,0,4,1,1,4,2,1,0,1,1
12258,0,0,0,1,2,0,1,1,1,0,5,1,2,4,1,2,0,0,0
12259,0,1,1,1,3,2,1,1,1,0,4,4,1,4,4,1,3,2,2
12260,1,1,3,1,2,2,1,0,0,0,5,2,1,4,2,1,3,2,1
12261,0,0,1,0,2,1,1,0,0,0,3,1,1,3,2,2,2,2,1
12262,1,1,2,1,1,1,1,0,0,0,5,4,4,5,5,1,3,2,1
12263,0,0,1,0,2,1,1,1,1,0,5,5,4,4,4,5,2,1,1
12264,0,0,4,1,0,2,0,0,0,0,3,1,5,2,1,5,3,1,2
12265,0,1,2,1,2,2,1,1,0,1,5,2,2,5,2,2,3,1,1
12266,1,1,1,0,3,1,1,0,0,1,4,4,5,4,5,2,3,1,1
12267,0,1,2,0,2,1,1,1,0,1,4,2,4,4,2,2,2,2,1
12268,0,0,3,1,2,0,1,0,1,0,3,1,1,4,1,1,0,1,1
12269,1,1,2,1,2,1,1,0,0,1,4,2,1,5,5,1,2,1,1
12270,0,0,3,1,0,2,0,0,0,0,1,2,2,1,1,2,3,1,1
12271,1,1,1,1,3,2,0,1,0,0,4,4,1,4,4,1,3,1,1
12272,0,1,3,0,3,1,0,0,1,0,5,1,1,5,1,1,2,1,2
12273,0,1,4,1,0,0,1,0,0,1,2,1,1,4,1,1,1,0,2
12274,0,1,4,1,2,1,1,0,0,0,3,1,1,5,1,4,2,1,2
12275,0,1,4,1,1,1,0,1,0,1,3,3,1,4,4,1,3,1,2
12276,0,1,4,1,1,2,1,1,1,0,4,2,2,4,4,2,3,1,2
12277,1,1,2,0,2,1,1,0,1,0,5,2,1,5,2,2,1,1,1
12278,1,1,4,1,3,0,1,1,1,1,4,5,5,4,4,5,0,0,2
12279,0,0,4,1,1,0,1,1,0,0,3,2,2,5,2,2,1,1,2
12280,0,0,4,1,2,0,0,1,0,0,4,2,2,4,2,2,1,1,2
12281,0,0,4,1,2,1,1,0,0,0,4,1,2,4,2,2,2,1,1
12282,0,1,3,1,2,2,0,0,0,0,3,4,4,4,5,4,2,1,2
12283,0,1,1,1,2,1,1,1,0,0,5,2,2,5,4,1,3,2,1
12284,0,0,1,0,3,1,1,1,1,0,5,5,2,5,2,2,0,0,1
12285,0,0,4,1,2,1,1,0,0,0,2,2,2,4,2,5,3,2,2
12286,0,0,4,0,0,0,1,1,0,0,4,4,1,5,4,2,0,0,2
12287,0,0,0,0,2,2,1,1,1,1,4,1,1,5,2,1,1,2,1
12288,0,0,2,1,2,1,1,0,0,0,4,2,2,4,2,2,2,2,1
12289,1,1,3,1,3,1,1,1,1,0,5,5,5,5,5,5,2,0,0
12290,0,1,1,1,1,0,1,1,1,0,4,2,2,5,5,1,2,1,0
12291,0,0,0,1,3,2,1,0,0,0,5,2,1,4,2,1,2,2,2
12292,1,1,3,0,2,2,1,0,0,0,4,1,1,1,1,1,1,0,1
12293,0,1,2,1,3,1,1,1,1,1,4,2,4,4,5,4,2,2,1
12294,0,0,2,1,2,2,0,0,0,0,4,4,1,5,4,1,3,0,1
12295,0,1,0,1,2,2,1,1,1,0,5,4,2,5,1,1,3,2,1
12296,0,1,4,1,1,1,1,0,0,0,4,2,2,5,2,4,1,1,2
12297,0,1,3,0,2,1,1,0,0,1,4,2,2,5,4,1,1,1,1
12298,0,1,3,0,3,2,1,0,0,0,5,5,1,4,4,2,3,1,1
12299,0,0,1,0,2,2,0,0,0,0,3,1,2,4,4,4,3,2,1
12300,0,1,3,0,1,1,0,0,0,0,5,1,1,5,2,1,3,2,1
12301,0,0,2,1,2,1,1,0,1,1,4,1,2,4,1,1,2,1,0
12302,0,0,0,0,2,1,1,1,0,0,3,2,4,4,4,2,2,0,0
12303,0,1,3,1,1,2,0,0,0,0,4,2,2,4,2,1,3,1,1
12304,0,0,1,0,1,1,0,1,1,0,4,1,1,4,1,1,2,1,0
12305,1,1,3,1,1,1,1,0,0,0,3,4,4,3,4,4,3,2,1
12306,0,0,2,0,0,1,0,0,0,1,2,1,5,3,3,5,1,0,1
12307,1,1,2,0,3,0,0,0,1,1,5,5,4,5,4,4,1,0,1
12308,0,0,2,1,2,2,1,1,1,0,1,1,1,4,1,1,3,2,2
12309,0,0,4,1,1,1,1,0,1,1,5,4,4,5,1,2,0,1,2
12310,0,0,3,0,1,2,1,0,0,0,4,1,1,4,1,1,2,2,1
12311,0,0,2,1,2,1,1,1,1,0,3,2,4,4,4,4,1,1,1
12312,1,0,2,1,2,2,1,0,1,1,4,2,4,4,2,1,1,2,1
12313,0,0,4,1,3,1,1,1,1,0,5,5,4,4,5,5,1,1,2
12314,0,1,4,1,2,2,1,1,1,1,5,2,1,5,1,1,2,1,1
12315,0,0,1,0,2,1,1,0,0,1,4,4,2,5,2,1,3,1,1
12316,0,1,3,1,2,2,1,0,1,0,4,2,4,4,2,1,1,2,2
12317,0,0,4,0,2,1,0,1,1,0,1,1,1,2,1,1,2,1,0
12318,1,1,1,0,2,1,1,0,0,0,5,2,4,4,4,1,3,2,1
12319,1,1,0,1,1,1,0,0,1,1,5,5,5,5,5,4,1,1,2
12320,1,0,4,0,2,1,1,1,0,1,5,5,4,5,4,1,2,1,2
12321,0,1,3,1,2,2,1,1,1,0,5,2,4,5,4,2,3,2,1
12322,1,1,3,1,2,2,1,0,0,0,4,2,4,4,4,4,3,2,1
12323,0,0,1,0,3,1,1,1,0,0,1,5,4,5,5,1,1,0,1
12324,0,1,4,1,2,1,1,1,1,1,5,5,4,5,5,1,2,2,1
12325,0,0,3,0,0,1,1,0,0,0,1,1,1,1,1,1,3,2,1
12326,0,1,4,0,1,1,1,0,0,1,5,1,1,5,2,1,3,2,2
12327,1,1,2,0,1,2,1,0,0,0,5,4,1,5,4,1,3,2,1
12328,1,1,0,1,1,2,1,0,0,0,4,4,4,4,4,2,2,1,1
12329,1,1,1,0,3,1,1,1,0,0,5,4,4,4,4,1,2,1,1
12330,0,0,4,0,1,1,0,0,0,1,4,1,2,5,4,1,3,1,2
12331,0,1,4,0,3,2,1,1,1,0,5,5,4,5,5,1,3,2,2
12332,0,0,3,0,2,1,1,1,1,0,3,1,2,4,2,4,3,1,1
12333,1,1,0,0,2,2,1,0,0,1,5,5,1,5,4,1,2,2,1
12334,0,0,0,1,2,1,1,0,0,0,5,4,2,4,4,2,3,1,1
12335,0,1,0,1,1,2,1,0,0,0,5,5,2,5,4,1,3,1,2
12336,0,0,1,1,2,1,1,1,0,1,5,2,4,5,2,4,2,1,2
12337,0,0,4,1,1,2,1,1,0,1,4,1,1,4,1,1,3,1,2
12338,0,0,4,0,1,2,1,0,1,0,3,3,4,4,4,2,3,1,1
12339,0,1,0,1,2,2,1,0,0,0,5,4,2,5,4,2,2,0,1
12340,0,0,2,1,2,1,1,1,1,0,1,1,2,2,2,2,2,2,1
12341,0,0,3,1,3,2,1,0,0,0,5,4,4,5,2,2,0,2,1
12342,0,0,0,1,0,1,0,0,0,0,2,1,1,4,4,2,3,1,2
12343,0,0,4,0,0,1,0,0,0,0,3,1,1,3,1,5,2,1,2
12344,0,0,2,0,0,1,1,0,0,0,4,2,1,4,1,1,3,1,1
12345,1,1,4,0,2,1,1,0,0,0,5,2,4,5,5,1,3,0,1
12346,0,0,3,0,0,2,1,0,0,0,2,1,1,1,1,1,2,1,2
12347,0,0,2,0,2,1,1,0,0,0,5,2,2,5,1,1,3,2,0
12348,0,1,4,1,2,1,1,0,0,1,3,1,1,5,1,2,2,1,2
12349,1,1,0,1,2,1,1,0,0,0,4,4,2,4,4,1,3,1,1
12350,1,1,4,1,2,1,0,0,1,1,5,2,2,5,4,4,1,1,2
12351,1,0,0,1,0,2,0,0,0,0,4,4,5,4,2,5,3,2,1
12352,1,1,0,1,3,1,1,0,0,1,5,4,2,5,4,2,2,2,2
12353,0,1,1,0,1,1,0,0,0,0,4,4,4,2,2,2,3,2,1
12354,1,1,3,1,2,2,0,1,1,1,5,5,2,4,4,2,2,2,1
12355,0,0,3,1,1,2,1,0,0,1,2,2,1,4,2,1,0,1,1
12356,1,0,0,0,3,1,1,1,1,0,5,5,4,5,5,1,0,1,1
12357,1,1,4,1,3,2,1,0,0,1,5,4,1,5,5,1,2,1,2
12358,0,1,3,1,2,1,1,1,0,0,3,1,1,5,2,1,2,1,2
12359,0,0,0,0,1,1,0,0,0,0,5,1,1,4,1,1,1,1,1
12360,1,0,2,0,3,1,1,1,1,1,5,2,4,5,2,1,0,0,0
12361,0,0,0,1,1,0,1,0,0,0,3,1,2,1,5,5,3,2,2
12362,1,1,3,0,3,1,1,0,1,1,5,4,2,5,5,1,2,2,1
12363,1,1,2,0,1,1,1,0,0,0,5,5,1,5,5,1,2,2,1
12364,0,0,2,1,2,1,1,0,0,0,4,4,2,2,2,4,0,2,2
12365,0,1,2,0,1,1,0,0,0,1,4,1,1,4,2,1,0,1,1
12366,0,0,0,1,1,1,1,0,0,0,4,3,4,4,1,2,3,1,2
12367,0,1,2,0,2,2,0,0,0,1,4,4,1,4,4,2,3,2,1
12368,0,1,2,1,3,2,1,0,1,0,3,4,4,4,4,2,3,2,1
12369,0,0,2,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,0
12370,0,1,1,1,2,2,1,1,1,0,4,5,4,4,4,4,2,2,2
