respondent_id,h1n1_vaccine,seasonal_vaccine,h1n1_concern,h1n1_knowledge,behavioral_avoidance,behavioral_large_gatherings,behavioral_outside_home,chronic_med_condition,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,sex,income_poverty,employment_status
23025,0,0,2,2,1,0,1,0,4,2,1,4,2,1,2,2,0,2,1
23029,0,0,1,2,1,0,0,0,4,4,2,4,4,2,2,,0,,
23030,0,1,1,2,1,0,0,1,4,1,2,4,4,2,0,2,1,1,1
23031,0,0,2,1,1,0,0,0,3,2,2,4,4,2,1,3,1,1,1
23032,1,0,1,2,0,0,0,0,5,2,1,5,2,1,2,3,1,2,1
23033,0,0,2,2,,0,0,1,3,1,5,1,1,4,3,3,1,2,1
23034,0,0,2,1,1,0,1,0,4,4,4,4,2,4,0,,1,,
23037,0,1,2,2,1,0,1,1,4,3,2,3,1,1,2,2,1,1,1
23038,0,0,1,1,0,0,0,1,2,1,1,4,1,1,2,2,0,1,1
23039,0,1,2,1,1,0,0,0,4,2,2,5,2,1,4,3,1,1,2
23041,0,0,1,1,1,0,0,0,4,2,2,2,2,4,0,3,1,2,1
23044,1,1,0,0,0,0,0,0,1,1,1,1,1,1,4,0,0,0,2
23046,0,0,2,1,0,0,0,0,4,2,2,4,1,2,3,3,0,2,1
23048,0,0,1,2,1,0,1,0,3,5,2,4,1,2,0,1,1,2,2
23049,0,1,1,2,,0,0,0,3,1,1,3,1,1,4,3,1,1,1
23050,0,0,2,2,1,0,0,0,4,2,2,4,2,2,2,3,0,2,1
23051,1,1,2,2,0,0,0,1,4,4,2,5,5,1,0,3,1,1,1
23053,0,0,1,1,1,0,0,0,4,2,2,2,2,2,1,3,1,2,1
23057,0,0,0,1,1,0,0,1,3,1,2,3,1,2,3,2,1,,1
23058,0,0,1,2,0,0,0,1,1,4,5,2,1,5,2,3,1,,1
23059,1,1,1,1,1,0,0,0,5,1,1,5,2,1,3,3,0,2,1
23061,0,0,1,2,1,0,0,0,4,2,1,4,1,1,1,2,1,,1
23062,0,0,0,1,1,0,0,0,4,1,1,4,1,1,1,1,0,1,1
23063,0,0,1,2,0,0,0,0,3,2,1,3,1,1,3,3,0,1,1
23065,0,0,2,2,1,0,0,0,5,1,1,5,2,1,4,2,1,1,2
23067,0,1,2,2,0,0,0,1,5,2,4,5,5,1,2,3,1,2,1
23070,0,1,1,1,0,0,0,0,2,1,1,2,2,1,0,1,1,0,2
23071,0,1,3,1,1,0,0,0,3,5,2,5,5,4,2,,0,,
23072,0,0,1,2,1,0,0,0,4,2,2,4,4,2,3,2,1,1,1
23074,0,1,1,1,1,0,0,0,4,1,2,4,2,1,1,3,1,2,1
23075,0,0,2,1,0,0,0,0,3,2,2,4,2,2,3,2,1,1,2
23076,0,1,3,2,1,0,0,1,3,4,4,5,5,1,2,3,0,1,1
23077,0,0,2,1,1,0,0,1,4,2,4,4,4,1,3,3,0,2,1
23078,0,0,0,1,0,0,0,0,5,1,1,5,2,1,1,3,0,2,1
23079,0,0,1,1,0,0,0,0,3,3,1,3,1,1,4,1,1,1,2
23081,0,0,2,1,1,0,1,0,5,3,1,5,1,1,2,2,1,1,0
23083,1,1,3,2,1,0,1,0,5,4,4,5,4,4,2,3,1,2,1
23084,0,1,1,1,0,0,0,0,4,2,1,5,2,1,4,1,1,1,2
23085,0,0,3,1,0,0,0,0,4,2,2,2,1,4,0,2,0,2,1
23088,0,1,2,2,0,0,0,1,4,4,2,5,4,2,2,3,0,1,1
23090,0,0,2,2,0,0,0,0,1,1,1,1,4,1,0,3,0,1,1
23093,1,1,3,1,1,0,1,0,5,5,2,5,5,4,0,0,0,,
23096,0,0,1,2,1,0,0,0,4,1,1,5,2,1,0,1,0,2,1
23097,0,0,3,1,0,0,0,0,4,2,4,1,2,4,0,2,0,0,1
23098,0,0,2,1,1,0,0,0,4,1,1,4,1,1,2,3,1,2,1
23101,0,0,1,1,1,0,0,1,4,2,1,4,2,1,1,2,1,2,1
23102,0,0,0,2,0,0,0,0,5,1,1,5,1,1,1,2,0,1,1
23103,0,0,0,1,0,0,0,0,2,1,1,5,1,1,4,0,1,1,2
23104,0,1,1,1,0,0,0,0,3,1,1,5,4,1,4,3,1,1,2
23105,0,1,1,1,1,0,0,0,4,1,2,4,4,2,0,3,1,1,1
23106,0,0,2,1,0,0,0,0,3,3,4,2,3,4,0,3,0,1,1
23107,0,0,2,1,1,0,0,0,4,3,1,5,2,2,0,3,1,1,1
23108,0,0,2,1,1,0,0,0,5,2,2,4,2,2,3,3,0,1,1
23109,0,1,2,2,0,0,0,0,4,2,2,5,2,1,4,3,0,1,2
23110,0,1,2,2,0,0,0,0,3,3,1,4,1,4,4,3,0,,1
23111,0,0,1,2,1,0,0,0,5,2,1,4,2,1,2,3,1,2,1
23112,0,0,0,2,0,0,0,0,4,1,1,2,1,1,4,2,1,1,2
23113,1,1,1,2,1,0,0,0,5,2,2,5,2,4,0,3,1,1,1
23114,0,1,1,1,0,0,0,0,3,2,2,4,3,1,4,2,1,0,2
23115,0,0,2,0,0,0,0,0,2,2,1,4,2,1,0,0,1,,0
23116,1,1,2,1,1,0,0,0,5,2,2,5,1,4,3,3,1,1,1
23117,0,1,1,2,1,0,0,0,3,1,2,5,3,1,4,3,1,1,2
23118,0,0,,0,0,0,0,,,,,,,,2,,1,,
23120,0,0,2,2,0,0,0,0,5,1,2,5,2,2,0,2,1,1,1
23121,0,0,2,1,1,0,1,0,4,1,2,4,1,4,1,2,1,1,1
23122,0,1,2,2,1,0,0,1,4,2,2,5,2,1,3,0,1,1,2
23123,0,1,1,2,1,0,1,,4,2,3,2,,1,0,,1,,
23124,0,0,1,1,1,0,0,0,5,2,1,5,4,2,0,3,0,1,0
23125,0,0,1,1,0,0,0,0,4,2,2,4,2,2,3,3,1,2,1
23128,0,0,2,1,1,0,0,0,5,2,1,4,2,1,3,3,1,1,1
23129,0,0,0,0,1,0,0,0,1,1,2,1,1,4,2,2,0,1,1
23130,0,1,0,0,0,0,0,1,4,1,1,5,1,2,3,1,0,1,2
23132,1,1,2,2,1,0,0,0,4,1,4,4,2,2,4,2,1,,1
23135,1,1,3,1,0,0,0,1,5,4,2,5,5,4,2,2,0,2,1
23136,1,1,1,1,0,0,0,0,4,2,1,4,1,1,4,2,1,1,1
23137,0,0,0,2,0,0,0,0,1,1,1,1,1,1,2,,1,,2
23139,0,0,2,1,1,0,0,0,3,2,4,4,1,4,4,1,1,,2
23140,0,0,0,2,0,0,0,0,1,1,5,1,1,5,2,2,1,1,0
23141,1,1,1,1,1,0,0,1,4,2,1,4,4,1,3,,0,,
23142,1,1,1,1,0,0,0,0,5,1,4,5,4,4,3,3,0,1,1
23143,1,1,2,2,1,0,0,0,5,4,2,5,2,1,0,3,1,2,1
23144,0,0,2,1,0,0,0,0,3,1,1,5,1,1,3,0,1,,2
23145,1,1,2,2,1,0,0,0,4,4,2,4,4,1,1,3,1,2,1
23147,1,1,2,2,1,0,0,1,3,2,1,4,2,1,4,2,1,1,2
23148,1,1,2,1,1,0,0,1,3,3,4,5,4,2,2,3,1,,1
23149,1,1,1,2,1,0,0,1,5,1,2,5,2,2,4,2,1,,2
23150,0,0,1,1,1,0,1,1,1,3,1,5,5,1,4,2,1,,2
23151,0,1,1,1,1,0,0,1,4,2,2,4,4,2,2,3,1,1,1
23152,0,0,2,2,1,0,0,1,4,4,5,5,1,4,3,3,1,1,1
23154,0,0,0,0,0,0,0,0,1,1,1,4,1,4,0,1,0,1,1
23155,0,0,1,2,0,0,0,0,4,1,1,5,1,1,2,2,1,2,1
23156,0,0,1,2,1,0,0,0,3,1,1,5,1,1,3,3,1,2,1
23158,1,1,2,1,1,0,0,0,4,2,2,5,4,2,3,1,0,2,1
23159,0,1,3,1,,0,,1,5,1,3,4,5,4,4,0,1,0,2
23160,0,0,1,0,0,0,0,0,3,1,2,3,2,1,0,3,1,,1
23161,0,0,0,2,0,0,0,,2,1,1,1,1,1,4,,1,,
23162,0,0,3,1,1,0,1,0,3,1,4,4,4,4,0,1,1,1,2
23163,1,1,1,1,0,0,0,0,5,2,2,4,1,2,4,3,0,1,2
23167,1,1,3,1,0,0,0,1,5,4,1,5,5,1,4,1,1,,2
23168,0,1,2,2,1,0,0,0,4,2,1,5,4,1,4,3,0,1,2
23169,0,1,3,2,1,0,0,0,4,2,5,5,2,2,1,3,1,1,1
23170,0,1,1,0,0,0,0,0,4,2,4,4,2,2,4,1,1,1,2
23171,0,0,3,1,1,0,0,1,5,4,5,5,5,1,3,2,0,1,2
23172,0,0,0,1,0,0,0,1,4,2,2,5,1,1,4,1,1,1,2
23173,1,1,2,2,1,0,0,0,4,2,2,4,2,1,3,2,1,,1
23174,0,1,1,1,1,0,0,0,5,4,2,5,4,1,3,3,0,2,1
23177,0,0,0,1,1,0,1,0,3,1,2,3,1,1,2,3,1,0,2
23178,0,0,3,1,1,0,0,1,4,5,2,4,5,1,3,1,1,1,2
23179,0,0,2,1,1,0,0,0,5,2,2,4,2,4,4,1,1,1,2
23181,0,1,1,1,0,0,0,0,4,2,2,4,2,2,1,2,1,1,1
23182,0,1,0,,0,0,0,1,1,1,1,5,1,1,4,2,0,,2
23183,0,1,1,1,1,0,0,1,5,2,2,5,4,1,0,3,1,1,1
23185,0,1,2,1,0,0,1,1,4,2,1,4,2,4,3,2,0,2,1
23188,0,0,2,1,1,0,0,1,4,4,1,4,4,1,3,3,1,,1
23189,0,1,1,0,1,0,0,0,4,1,2,4,2,1,4,1,1,1,2
23191,0,1,1,1,0,0,0,0,3,1,1,5,2,1,4,3,0,2,1
23192,0,0,2,1,1,0,0,0,4,2,2,5,2,1,3,2,1,1,2
23193,0,1,1,1,1,0,1,0,4,1,1,5,1,1,4,1,1,1,2
23194,0,0,3,,0,0,0,0,,1,1,1,1,1,4,3,1,2,2
23195,0,1,2,2,1,0,0,0,5,4,1,5,5,1,1,3,0,2,1
23199,0,1,0,2,1,0,0,1,4,1,4,4,1,4,0,2,0,1,2
23201,0,0,1,2,1,0,0,0,4,2,1,4,4,1,0,1,0,1,1
23202,0,0,2,1,0,0,0,0,4,2,1,4,4,1,0,1,0,2,1
23203,1,1,3,0,1,0,0,1,3,5,2,4,5,5,0,0,0,1,1
23206,1,1,1,2,0,0,1,0,2,5,5,5,5,2,0,2,1,2,1
23207,0,1,2,1,1,0,0,0,4,1,2,4,1,1,2,1,0,1,1
23210,1,1,2,2,1,0,1,1,5,4,4,4,4,4,1,3,0,2,1
23211,0,1,1,,0,0,0,1,4,2,2,5,2,2,2,0,1,1,2
23212,0,0,3,1,1,0,0,0,4,2,2,4,4,2,0,2,1,2,1
23214,1,0,2,0,1,0,0,0,4,4,4,4,4,4,4,2,0,1,2
23215,1,1,3,1,1,0,0,0,5,5,4,4,4,4,4,2,1,2,2
23216,1,1,1,0,0,0,0,1,5,5,1,5,5,1,4,2,1,0,2
23218,0,0,0,0,0,0,0,0,3,3,1,5,1,1,4,0,0,,2
23219,0,0,1,1,1,0,0,0,4,2,5,4,2,5,1,3,1,2,1
23220,0,1,2,1,0,0,0,0,4,2,4,4,2,1,4,3,1,1,2
23221,0,0,2,2,1,0,0,1,4,2,2,4,2,2,0,3,1,2,1
23222,1,0,3,1,1,0,1,0,4,5,1,5,2,1,0,2,1,1,1
23225,0,0,2,1,1,0,0,0,4,1,4,4,1,4,1,2,0,1,1
23226,0,0,1,2,1,0,0,,,,,,,,4,,1,,
23229,0,0,1,2,0,0,0,0,4,1,1,4,1,1,1,3,0,1,1
23230,0,1,3,1,0,0,1,1,5,4,5,5,5,4,2,2,0,1,1
23231,0,0,1,1,0,0,0,1,4,2,2,5,2,1,4,2,0,1,2
23232,0,1,2,1,1,0,0,1,3,1,2,5,2,1,3,2,0,1,1
23233,0,0,1,1,1,0,0,0,4,2,2,4,1,2,4,1,0,1,2
23237,0,1,2,1,1,0,0,1,5,2,2,5,2,1,4,2,0,1,2
23239,0,0,2,2,1,0,0,0,3,1,4,4,1,2,1,3,0,2,1
23240,0,0,0,1,0,0,0,0,3,1,2,4,2,5,1,1,1,2,1
23241,0,0,2,1,1,0,0,1,4,1,2,2,1,2,0,2,1,0,2
23242,0,0,1,2,0,0,0,0,3,2,2,4,4,1,2,1,0,1,1
23246,0,1,2,2,1,0,0,0,5,2,4,5,4,1,3,1,1,1,1
23249,1,1,2,2,1,0,0,0,5,2,2,5,4,1,3,2,1,1,1
23250,0,0,1,1,0,0,0,0,2,1,2,2,1,1,2,1,0,1,1
23251,0,0,1,1,0,0,0,0,4,1,1,4,2,1,2,2,1,2,1
23252,0,0,2,1,0,0,0,0,3,1,1,4,1,2,0,3,1,2,2
23255,0,1,2,1,1,0,0,0,4,2,2,4,4,4,4,1,1,1,2
23257,0,0,2,0,0,0,0,1,4,1,2,5,2,2,4,2,0,1,2
23259,1,1,2,1,1,0,0,0,3,4,4,5,4,4,4,2,0,1,1
23260,0,1,1,2,1,0,0,0,3,2,2,5,5,1,3,3,0,1,1
23263,0,0,1,2,0,0,0,1,3,3,1,4,2,1,3,1,0,2,1
23264,1,1,3,1,1,0,0,1,5,4,5,5,4,5,2,2,0,1,1
23266,0,1,3,2,1,0,0,0,3,2,1,5,5,5,1,2,1,1,1
23267,0,0,0,1,0,0,0,0,4,1,2,4,2,2,0,2,0,2,1
23268,1,1,2,1,0,0,0,1,5,4,4,5,2,4,4,1,0,1,2
23269,0,0,2,1,1,0,0,0,3,3,4,1,4,5,3,3,1,2,1
23270,0,0,1,1,1,0,1,0,4,1,1,4,1,1,4,0,1,1,2
23273,1,1,2,1,1,0,0,1,5,4,2,5,4,2,3,3,1,2,1
23274,0,1,1,1,1,0,0,0,5,1,1,5,5,1,2,3,0,1,1
23275,0,0,0,1,0,0,0,,2,1,1,2,1,1,0,1,1,0,2
23276,0,1,2,2,1,0,0,0,5,2,1,5,4,1,4,3,1,2,2
23279,0,0,1,1,0,0,0,1,5,2,1,5,4,1,4,1,0,1,2
23281,0,1,1,2,0,0,0,0,5,2,2,4,2,1,4,2,1,,1
23282,0,0,0,2,1,0,0,0,2,1,1,4,1,1,0,2,0,2,1
23284,1,1,3,2,1,0,0,0,5,4,1,5,5,1,3,3,1,1,1
23285,1,1,2,2,1,0,0,0,5,4,1,4,4,1,1,3,1,2,1
23287,0,0,1,1,1,0,0,1,4,1,1,4,1,1,0,2,1,,1
23288,0,1,1,2,1,0,1,0,4,2,2,4,2,1,4,3,0,2,1
23290,0,1,2,2,1,0,0,0,4,2,2,4,4,2,3,,1,1,2
23292,0,1,2,1,1,0,1,0,4,1,1,4,1,1,4,3,0,2,1
23294,0,0,1,1,1,0,0,1,2,1,1,2,1,1,3,1,0,,2
23298,0,0,1,2,1,0,0,0,4,1,1,4,2,1,1,3,1,2,1
23302,0,0,1,1,0,0,0,1,3,1,1,1,1,1,2,2,0,1,1
23304,0,1,3,2,1,0,1,0,5,2,2,4,1,1,2,3,1,2,1
23305,0,1,2,1,1,0,0,,4,2,1,4,2,4,1,,0,,
23308,0,0,2,1,1,0,0,,4,4,4,4,2,4,0,,1,,
23310,0,1,2,1,0,0,0,1,4,4,4,5,4,4,0,3,1,1,1
23311,0,0,1,2,1,0,0,0,2,2,1,2,2,1,3,3,0,1,2
23312,0,0,1,1,0,0,0,0,3,3,1,4,3,1,1,0,0,1,1
23313,1,0,2,2,1,0,0,1,4,4,5,4,2,2,1,1,0,1,1
23316,0,1,2,1,0,0,0,0,3,2,4,5,2,4,0,3,0,1,1
23317,0,0,0,2,0,0,0,1,4,2,1,2,1,1,2,2,1,1,2
23318,1,1,0,1,0,0,0,0,5,2,2,5,4,4,4,3,1,2,2
23319,0,0,,0,0,0,0,0,3,1,3,3,1,2,3,0,0,,2
23320,0,1,2,1,1,0,0,0,4,1,2,4,4,2,4,3,1,1,2
23321,0,1,2,1,1,0,0,0,3,3,3,3,3,2,4,2,1,1,2
23323,0,0,2,1,0,0,0,,,,,,,,3,,0,,
23324,0,0,1,2,1,0,0,1,3,3,1,3,1,1,4,3,1,1,1
23325,0,0,3,1,1,0,0,0,4,2,1,4,2,1,2,1,0,2,1
23327,0,0,1,1,,0,0,0,3,1,1,4,1,1,1,2,1,1,1
23328,0,0,1,2,1,0,0,1,4,2,1,4,4,1,0,2,0,2,2
23329,0,1,1,1,0,0,0,0,4,2,2,5,4,1,3,3,0,1,2
23331,0,1,3,2,1,0,0,0,4,2,2,4,2,1,3,3,1,1,2
23335,1,1,3,2,0,0,1,1,5,5,2,5,5,5,3,1,1,1,1
23336,0,0,2,1,1,0,0,1,4,4,2,2,4,2,4,0,0,1,1
23337,1,1,1,1,1,0,1,0,5,5,4,4,5,4,0,0,1,0,1
23340,0,0,1,1,0,0,0,0,4,2,2,4,1,2,4,3,1,1,2
23343,0,1,2,1,1,0,0,0,4,2,2,4,2,4,4,3,1,2,1
23344,1,1,3,1,1,0,1,0,4,1,2,2,4,4,0,3,1,2,2
23345,0,0,1,1,1,0,0,0,4,1,2,2,4,1,2,3,0,1,1
23346,0,1,2,1,1,0,0,0,4,2,1,4,2,1,1,3,0,2,1
23347,1,0,2,2,1,0,0,0,5,2,4,4,4,1,3,2,1,1,1
23348,0,0,2,1,1,0,0,1,4,4,4,4,2,4,0,2,1,2,2
23351,0,0,1,1,1,0,0,0,4,1,1,3,1,1,3,2,1,1,0
23352,0,0,0,0,0,0,0,0,3,1,1,3,1,1,4,3,1,,1
23353,0,0,2,2,1,0,0,0,5,2,2,4,2,1,1,3,1,2,1
23354,0,0,1,1,0,0,0,0,4,4,4,4,4,4,0,1,1,1,2
23355,0,0,0,2,0,0,0,0,1,1,1,2,1,5,3,2,0,1,1
23357,0,0,1,1,1,0,0,0,4,1,1,1,1,1,2,3,0,2,1
23358,0,1,1,2,1,0,0,1,4,2,2,5,4,2,2,3,1,1,2
23359,0,1,1,1,1,0,0,0,4,2,1,4,2,2,1,3,1,2,1
23361,0,0,1,1,0,0,0,1,4,1,1,4,1,1,2,3,1,2,1
23363,1,1,2,2,1,0,0,0,4,4,2,4,4,4,3,2,1,1,1
23364,0,1,2,2,1,0,0,1,5,5,4,5,5,5,2,3,1,1,1
23367,0,0,1,2,1,0,0,0,5,1,1,5,4,4,0,3,0,1,1
23370,0,1,2,1,1,0,0,0,4,1,2,4,1,2,2,3,0,,
23371,0,0,2,1,1,0,0,0,4,1,2,4,1,2,3,1,1,1,1
23372,0,1,3,1,0,0,0,0,5,5,4,5,4,2,1,1,0,1,1
23373,0,0,1,0,1,0,0,0,3,1,2,2,1,1,3,0,0,1,2
23374,0,1,1,1,1,0,0,0,5,4,2,5,5,4,0,3,1,1,1
23375,0,1,2,0,1,0,0,1,2,4,2,5,4,1,2,1,0,1,1
23377,0,0,2,1,1,0,1,0,4,4,2,4,4,2,0,3,1,1,2
23378,0,1,1,1,1,0,0,,5,2,2,5,2,2,0,3,0,,
23379,1,0,1,1,0,0,0,0,4,2,2,4,2,1,1,3,0,1,1
23380,0,0,2,2,1,0,0,0,4,2,4,4,4,4,3,1,1,1,1
23381,0,1,0,1,0,0,0,1,2,1,1,5,1,1,4,3,1,,1
23382,0,1,2,2,0,0,0,1,4,2,1,5,4,2,2,3,1,2,1
23384,0,0,2,2,0,0,1,0,4,2,4,4,2,2,3,1,1,1,2
23385,0,0,0,2,1,0,1,0,4,1,1,2,2,1,1,2,1,1,0
23389,0,0,0,1,1,0,1,0,4,2,1,4,2,2,0,1,0,1,0
23391,0,1,1,2,0,0,0,0,4,2,2,4,2,2,2,3,0,2,1
23392,0,0,1,2,0,0,0,0,4,1,1,2,1,1,2,3,1,2,1
23393,0,1,2,1,1,0,0,0,5,2,2,5,4,1,2,3,0,2,1
23396,0,0,0,1,1,0,0,0,3,1,1,5,1,1,2,3,1,2,2
23398,0,0,1,1,1,0,0,,3,3,2,3,3,,3,,0,,
23399,0,0,1,1,1,0,1,0,4,2,2,4,2,2,0,2,0,1,1
23400,0,0,2,1,1,0,0,0,3,4,5,4,4,5,2,2,1,1,2
23403,0,0,3,1,0,0,0,0,4,4,4,4,4,2,2,3,0,2,1
23405,0,0,0,0,0,0,0,,,,,,,,3,,1,,
23406,0,0,2,2,1,0,0,0,2,1,1,4,2,4,3,3,1,2,2
23407,0,0,2,2,0,0,0,0,3,3,4,4,3,2,2,0,1,,1
23408,0,0,1,1,1,0,0,1,4,2,2,2,2,2,3,3,0,2,1
23409,0,1,1,0,1,0,0,0,1,1,1,5,4,1,4,2,0,1,2
23410,0,0,1,1,0,0,0,1,4,1,2,4,2,2,3,3,0,2,0
23411,1,1,3,2,1,0,0,0,5,4,2,4,4,2,0,3,0,2,1
23412,0,1,1,2,1,0,0,1,4,2,2,5,4,1,4,2,1,1,2
23413,0,1,1,1,1,0,0,0,3,1,2,4,1,2,1,2,0,2,1
23414,1,1,2,0,1,0,1,1,5,1,2,4,4,4,4,3,0,1,2
23415,0,0,1,1,1,0,0,0,4,2,4,4,2,2,4,2,1,1,2
23416,0,0,2,1,1,0,0,0,4,4,2,4,2,2,3,1,1,1,1
23417,0,1,1,2,1,0,0,0,4,1,1,4,2,1,2,3,1,2,1
23418,0,0,1,1,1,0,0,0,4,2,2,4,2,2,3,1,0,1,1
23419,0,0,2,2,0,0,0,0,5,2,2,5,2,2,4,3,0,,2
23422,0,1,1,1,0,0,0,0,4,2,1,3,2,1,1,3,1,1,1
23424,1,1,3,2,0,0,0,0,4,5,1,5,5,1,1,3,1,2,1
23425,0,0,1,1,1,0,0,0,5,1,1,5,1,1,1,2,0,1,1
23428,0,0,1,1,1,0,0,0,2,1,4,4,2,2,2,1,1,1,2
23430,1,0,0,1,0,0,0,0,5,4,2,5,4,2,0,2,1,1,1
23432,1,1,1,2,1,0,0,0,4,4,4,4,4,4,2,3,1,2,1
23433,0,0,2,1,1,0,0,0,3,2,5,2,2,5,0,1,1,1,1
23434,0,1,0,1,,0,0,0,4,2,2,4,4,2,4,1,0,1,2
23435,1,1,3,2,0,0,0,1,5,5,1,5,5,1,2,2,1,,1
23436,1,1,2,2,0,0,0,1,5,4,4,5,4,1,3,3,1,1,2
23439,1,1,2,2,1,0,0,0,5,2,1,4,2,1,1,3,1,1,1
23445,0,1,2,2,0,0,0,0,3,3,4,5,2,2,2,1,1,1,1
23446,0,0,1,1,1,0,0,0,4,2,2,4,2,2,1,3,1,1,1
23447,0,0,1,1,0,0,0,0,3,2,2,4,2,2,3,3,1,1,1
23448,1,1,1,2,1,0,1,1,5,4,4,5,4,4,4,3,1,1,2
23449,0,0,2,0,1,0,1,0,4,2,2,4,2,2,0,2,0,1,1
23450,1,0,1,2,0,0,0,0,4,1,2,4,1,1,4,3,1,1,1
23452,0,0,1,2,0,0,0,0,4,4,1,4,2,1,1,1,1,1,1
23456,0,1,1,1,0,0,0,0,2,2,1,4,2,1,0,1,1,1,0
23458,0,0,0,1,0,0,0,0,3,1,1,4,2,1,0,2,1,1,1
23460,0,1,2,1,1,0,0,0,5,2,1,5,1,1,2,3,1,2,2
23461,0,0,2,1,0,0,0,0,2,2,2,4,2,1,0,2,0,1,0
23462,0,0,2,1,1,0,0,1,3,2,1,2,2,1,1,3,1,1,2
23463,0,0,2,1,0,0,0,1,3,1,1,1,1,1,4,1,0,,2
23464,0,0,1,1,0,0,0,0,3,1,1,3,1,1,4,1,1,,2
23465,0,0,1,2,1,0,1,0,4,2,4,2,2,4,2,2,1,1,1
23467,0,0,0,0,0,0,0,1,2,1,5,1,1,5,2,2,0,1,1
23468,1,1,2,1,1,0,0,1,4,2,2,5,4,4,4,3,0,1,2
23471,0,0,0,1,1,0,1,1,4,1,5,4,1,2,2,3,0,,1
23472,0,0,0,2,1,0,0,0,4,1,1,4,1,5,3,2,1,1,1
23473,0,0,1,1,1,0,0,,4,2,5,4,1,5,0,,1,,
23474,0,0,3,0,0,0,0,,3,4,5,4,4,5,2,,1,,
23476,0,0,2,2,1,0,0,0,4,2,2,4,2,5,3,2,0,1,2
23477,0,0,0,1,1,0,0,0,3,1,1,5,1,1,4,1,1,1,1
23478,0,1,2,1,1,0,0,0,4,1,4,4,2,2,0,3,1,1,2
23479,0,1,2,2,1,0,0,0,3,1,2,4,2,2,2,3,1,2,1
23482,0,0,3,1,1,0,1,0,5,5,2,4,4,2,1,3,0,1,1
23483,0,1,1,2,1,0,0,0,4,2,2,4,5,1,0,3,1,2,1
23484,0,1,1,1,1,0,0,0,5,2,2,4,2,2,3,1,1,1,1
23485,0,0,0,0,1,0,0,0,2,1,2,2,2,4,3,3,0,1,1
23486,1,1,2,1,1,0,0,1,4,4,1,5,4,2,4,2,0,1,2
23488,1,1,2,2,1,0,0,0,5,5,4,5,4,4,1,2,1,2,1
23490,0,0,1,1,1,0,0,0,4,1,1,4,1,1,2,1,1,,2
23491,0,0,0,0,0,0,1,0,1,2,4,5,2,4,4,1,0,,2
23493,0,0,2,1,1,0,0,1,2,2,2,5,4,4,4,3,0,1,2
23495,0,0,3,2,1,0,1,1,4,1,4,1,2,2,3,3,1,1,2
23497,0,0,2,1,0,0,0,0,4,2,2,4,2,2,3,3,0,1,2
23499,1,1,1,2,1,0,0,0,5,4,1,5,4,1,0,3,0,2,1
23501,1,1,2,2,1,0,0,0,4,2,1,4,2,1,4,3,1,1,2
23502,1,1,0,2,0,0,1,1,4,3,1,4,1,1,4,2,1,1,2
23503,0,0,2,1,1,0,0,1,5,4,4,5,4,1,1,3,0,2,1
23504,0,1,1,2,1,0,0,0,4,1,1,4,4,2,4,3,0,1,2
23505,1,1,1,1,1,0,0,1,3,1,1,5,1,1,0,3,0,1,1
23506,0,0,0,1,0,0,0,1,4,1,1,4,2,4,2,1,0,1,1
23508,0,0,2,0,0,0,1,,,,,,,,4,,1,,
23509,0,1,3,1,1,0,0,0,5,1,2,5,1,4,2,2,1,2,2
23511,1,1,1,1,0,0,0,0,4,1,2,4,1,1,2,3,1,2,1
23512,0,0,2,2,1,0,0,0,4,1,4,4,2,4,4,3,0,1,2
23514,0,0,2,1,1,0,0,0,4,1,2,4,1,2,2,2,0,0,1
23516,1,1,3,2,1,0,0,1,5,4,4,5,5,1,3,3,1,2,1
23517,1,1,0,2,0,0,0,0,4,1,1,4,1,1,0,3,1,2,1
23518,0,0,1,2,1,0,1,0,4,1,2,4,1,1,2,2,1,1,1
23519,0,0,1,1,0,0,0,0,4,2,2,4,4,2,0,1,0,,1
23520,0,0,2,2,0,0,0,,4,2,2,4,,,3,,1,,
23522,0,1,1,0,1,0,1,1,5,4,2,5,4,2,4,2,0,1,2
23524,1,1,2,2,1,0,0,0,4,2,4,4,2,1,2,1,0,0,0
23525,0,0,0,0,0,0,1,0,4,2,2,2,2,1,2,0,0,1,1
23526,0,0,0,1,0,0,0,0,1,2,1,1,1,1,0,3,1,1,2
23528,0,0,3,2,0,0,0,0,5,2,4,4,2,1,2,,0,,
23530,0,0,2,2,0,0,0,0,4,1,2,4,2,2,0,1,0,,2
23531,0,1,0,2,1,0,0,0,3,1,1,4,4,1,1,3,0,1,1
23533,0,0,1,2,1,0,0,0,5,2,2,4,2,2,0,3,1,1,1
15117,0,1,2,2,1,,1,1,4,2,2,5,2,1,3,1,1,1,2
23534,0,0,1,2,1,0,0,0,3,1,1,5,5,1,2,3,1,2,1
23535,1,0,1,1,0,0,0,1,5,2,2,4,2,1,4,2,0,,2
23537,0,0,1,2,1,0,0,0,4,1,1,4,2,1,2,3,1,2,1
23538,0,0,1,1,1,0,0,0,4,1,2,2,1,2,2,2,1,1,1
23541,0,0,1,1,1,0,0,0,4,2,2,4,2,1,1,3,1,2,1
23544,0,0,2,2,1,0,0,1,4,2,2,5,4,2,4,1,1,1,1
